"location","zipcode","urban","population","r_vote","migration"
"Hilltop","Zip  17304",1,15690,-4.32608560973368,-32.7551526893658
"Gravity Falls","ZIP is  18193",1,24649,-2.59041100902331,-12.6310677660626
"Gravity Falls","Zip  14307",1,24649,-2.96473550203855,-12.8276912923496
"Janestown","ZIP:  14749",1,3092,-3.22211555195372,-17.6806351014242
"Castle Rock","ZIP is  18941",1,65658,-8.95000565652648,-36.5782855150833
"Belleville","18822",1,57290,-7.26134205824629,-23.2354071881711
"Flagstone","ZIP:  16678",1,106161,-13.6719645455588,-45.3881769382655
"Gravity Falls","18738",1,24649,-4.05488517910119,-18.7603595863312
"Hilltop","Zip  14002",1,15690,-1.97588622092893,-1.01498794020518
"Dogville","Zip  16216",0,25764,2.38035048487382,2.66960666805263
"Ebbing","14177",0,83511,7.19704553862551,-3.35454255378364
"Gravity Falls","ZIP is  17360",1,24649,-4.85285764510685,-28.7644800978968
"Janestown","Zip  14504",1,3092,-3.78682088675178,-41.5096380059916
"Belleville","ZIP:  18157",1,57290,-8.67485197994601,-34.6547510756107
"Krasnoy","Zip  18383",1,113419,-12.5916694485864,-25.7214291731845
"Janestown","17964",1,3092,-2.50757531084693,-26.3757032222086
"Ebbing","Zip  15478",0,83511,7.70340654935282,0.839257519387183
"Innsmouth","14246",1,51682,-6.88136838573216,-22.5343282249097
"Innsmouth","15757",1,51682,-7.28424417350782,-30.5435256970139
"Krasnoy","17065",1,113419,-14.3438995835862,-41.3276557002936
"Krasnoy","17396",1,113419,-13.717574881442,-38.7070419028514
"Ebbing","18919",0,83511,7.79339120758018,-6.82814600390544
"Ebbing","ZIP:  15456",0,83511,8.52263271901257,0.771707192976378
"Krasnoy","ZIP:  16192",1,113419,-13.9426131663416,-38.6333683637125
"Krasnoy","ZIP is  18972",1,113419,-13.0484126416463,-26.5066820897191
"Gravity Falls","ZIP is  17524",1,24649,-4.14203512733165,-22.947072186978
"Ebbing","ZIP is  18542",0,83511,8.58789808082747,16.619069415595
"Krasnoy","ZIP:  17130",1,113419,-12.4025712973672,-24.035007429851
"Janestown","17500",1,3092,-2.65551088337401,-27.3197780918174
"Janestown","14650",1,3092,-2.84775765773841,-24.4710414211176
"Janestown","Zip  17104",1,3092,-1.6457428468112,-16.5643093503418
"Gravity Falls","ZIP is  17892",1,24649,-3.08768239092853,-11.3450177124517
"Castle Rock","ZIP:  15179",1,65658,-8.50382306225697,-25.1408396418521
"Ebbing","ZIP is  18854",0,83511,9.42754044640488,22.4367829518738
"Belleville","Zip  16885",1,57290,-8.71498082071282,-35.8076528164084
"Hilltop","ZIP is  17449",1,15690,-2.95134988020684,-18.660445817287
"Hilltop","17958",1,15690,-1.68996732059185,-1.59102421232219
"Alphaville","Zip  15975",0,164039,16.918776537529,19.7651435630932
"Alphaville","ZIP is  14790",0,164039,15.392374283173,-8.69837406497215
"Ebbing","ZIP is  18993",0,83511,9.4829555413766,24.4820324600912
"Krasnoy","ZIP:  15168",1,113419,-14.2908182631939,-43.8943961276013
"Flagstone","Zip  15565",1,106161,-12.1387866406282,-36.0902623564497
"Krasnoy","17987",1,113419,-13.1555811821106,-28.8675192626662
"Flagstone","Zip  17379",1,106161,-11.9644189487945,-14.9938272642363
"Flagstone","Zip  16080",1,106161,-12.4850489358925,-20.1312903738897
"Alphaville","Zip  16366",0,164039,17.8934530790368,54.7317014648548
"Dogville","Zip  17466",0,25764,0.685991402287221,1.97678504776737
"Hilltop","Zip  17754",1,15690,-4.39568469773289,-9.00838128466107
"Alphaville","ZIP:  18945",0,164039,15.9200224026035,38.1643869127534
"Janestown","ZIP:  15138",1,3092,-4.54316664166623,-37.113412017472
"Ebbing","18385",0,83511,8.23930245015312,31.3206860701845
"Belleville","14648",1,57290,-8.3455472794815,-12.137075401298
"Castle Rock","ZIP:  16554",1,65658,-7.25558693012224,5.87626283204766
"Alphaville","15243",0,164039,14.9116719479223,21.1717526974695
"Belleville","ZIP:  15030",1,57290,-8.10844499775219,-11.1366045817018
"Gravity Falls","ZIP:  16147",1,24649,-6.64921841016943,-32.7244215533048
"Innsmouth","15726",1,51682,-7.68132305304003,-13.5752531515149
"Flagstone","ZIP:  14332",1,106161,-11.6326990691001,-6.19450661230364
"Castle Rock","Zip  15967",1,65658,-9.43849637145738,-21.3438969967646
"Hilltop","ZIP:  15030",1,15690,-3.29141963103992,0.363893811280514
"Ebbing","Zip  16520",0,83511,8.90214992935288,29.6689629940137
"Castle Rock","ZIP:  14429",1,65658,-7.53486164609622,-2.2096771726486
"Gravity Falls","18486",1,24649,-5.26317102392876,-21.4895918376329
"Belleville","14245",1,57290,-7.97232125808764,-13.1888260240181
"Janestown","ZIP:  14656",1,3092,-3.19809049954781,-12.0509090211086
"Dogville","ZIP:  15782",0,25764,2.83370656628641,16.4411890226025
"Janestown","Zip  18478",1,3092,-2.98592218481506,-2.88819108271326
"Gravity Falls","15340",1,24649,-3.64402591637554,12.9075415940704
"Castle Rock","Zip  14735",1,65658,-8.907633647526,-30.6251722513882
"Gravity Falls","Zip  17201",1,24649,-5.13878867033619,-17.4391604507013
"Flagstone","Zip  17392",1,106161,-12.3894982970329,-1.08607735231875
"Innsmouth","15240",1,51682,-6.48702434945785,-11.4796768183031
"Castle Rock","Zip  16590",1,65658,-8.72674888366952,-12.2159812481224
"Alphaville","ZIP is  18162",0,164039,17.2067402772184,35.9313401780874
"Dogville","Zip  15723",0,25764,2.17271505425603,25.5925290608899
"Gravity Falls","ZIP is  17371",1,24649,-4.77961792758689,-11.5114868704169
"Janestown","ZIP is  18462",1,3092,-3.479309021229,-20.938028057979
"Belleville","Zip  17539",1,57290,-6.9380555805765,-1.920239844039
"Janestown","Zip  16799",1,3092,-3.14045963016643,-18.6712489661369
"Hilltop","Zip  15391",1,15690,-5.20264599566555,-23.5256204217443
"Ebbing","14345",0,83511,8.36723684110009,26.4266487550206
"Flagstone","16409",1,106161,-13.3219630973076,-19.3907043057102
"Gravity Falls","ZIP:  18575",1,24649,-5.57888105157472,-49.0095956012988
"Dogville","ZIP:  18094",0,25764,3.05088526992124,35.8203166340334
"Belleville","ZIP is  17078",1,57290,-9.29761904487322,-16.0627012067757
"Alphaville","15861",0,164039,15.3611230511375,34.6948357388668
"Gravity Falls","ZIP is  16480",1,24649,-3.43927337455701,4.14839139232663
"Ebbing","Zip  17104",0,83511,8.74917992856502,34.0636817183486
"Janestown","14461",1,3092,-2.32397501294924,1.72957199988282
"Innsmouth","17986",1,51682,-7.0981209023387,-12.0190240208192
"Hilltop","ZIP is  16273",1,15690,-2.78591006306157,-2.90964743308227
"Krasnoy","ZIP:  17771",1,113419,-12.4984940298913,-3.72136191852933
"Castle Rock","ZIP is  18144",1,65658,-10.1851837933084,-42.2506389470429
"Belleville","15066",1,57290,-6.5005916815799,5.46703514943978
"Dogville","Zip  18238",0,25764,3.91956769828317,30.4126508294565
"Krasnoy","ZIP:  18793",1,113419,-13.4347154645089,-18.4236864298624
"Krasnoy","ZIP is  17663",1,113419,-14.4917299143522,-33.3122798694372
"Flagstone","Zip  15315",1,106161,-13.2937293835462,-27.5282700780629
"Janestown","14877",1,3092,-1.27116976951357,6.96801013696313
"Ebbing","Zip  16055",0,83511,9.58626741999222,33.5065640676068
"Castle Rock","ZIP:  14635",1,65658,-7.57583695271479,4.32836677631409
"Ebbing","Zip  18625",0,83511,8.27080505285316,26.3052670004762
"Dogville","ZIP:  17040",0,25764,2.04930389484596,19.6301180750346
"Innsmouth","ZIP is  16790",1,51682,-7.42976431913786,-17.4838832145647
"Alphaville","ZIP:  17914",0,164039,18.1120158042525,73.0863432313702
"Alphaville","Zip  15322",0,164039,17.8602865612525,60.8016423630298
"Flagstone","ZIP:  15071",1,106161,-12.38883295758,-14.3012867803297
"Dogville","Zip  15180",0,25764,2.28553192446762,9.36791365759223
"Alphaville","Zip  15578",0,164039,16.3407570532037,32.4610403658901
"Gravity Falls","ZIP:  17035",1,24649,-4.07732923274056,9.27614352248684
"Gravity Falls","ZIP is  15089",1,24649,-4.29389693290449,-7.15482527925393
"Innsmouth","18470",1,51682,-8.12423079131355,-21.4040954489807
"Krasnoy","ZIP:  15272",1,113419,-13.9557277406711,-22.6351454744275
"Gravity Falls","Zip  17169",1,24649,-3.40798544672381,12.0042782725518
"Ebbing",NA,0,83511,9.6377682681404,43.7972431744215
"Castle Rock","ZIP is  15298",1,65658,-9.178413229124,-25.7490034448886
"Belleville","ZIP:  15201",1,57290,-6.30438436865007,3.04671360906041
"Ebbing","ZIP is  16040",0,83511,8.67274563889397,24.2140100184481
"Flagstone","ZIP is  16088",1,106161,-12.4260523001104,-15.6667901742715
"Flagstone","15192",1,106161,-11.9325248499579,-4.45656921240682
"Janestown","ZIP is  17691",1,3092,-3.19915204894416,-11.4348680518844
"Krasnoy","ZIP is  17843",1,113419,-12.499647167308,-12.6261382313749
"Flagstone","ZIP:  14147",1,106161,-12.6257082323163,10.6645757028048
"Innsmouth","ZIP:  14970",1,51682,-6.64710565791357,-1.58583199022406
"Innsmouth","ZIP is  15880",1,51682,-10.2196550027529,-42.1339258183334
"Dogville","Zip  16306",0,25764,3.28277057781385,37.1305234981115
"Gravity Falls","17047",1,24649,-4.0267750558089,-3.31909297885368
"Belleville","ZIP:  16901",1,57290,-8.6777875123718,-4.63929617034575
"Janestown","17635",1,3092,-0.703093655476614,18.9492902744145
"Gravity Falls","16387",1,24649,-3.76181381126437,-10.6719182761417
"Castle Rock","14370",1,65658,-7.85877346538071,-9.87881949617149
"Castle Rock","ZIP:  14564",1,65658,-7.98505153149722,-12.5429802408122
"Flagstone","ZIP:  16677",1,106161,-12.3611977591814,-34.4670827273713
"Hilltop","15217",1,15690,-3.63602670086174,-11.2070856647535
"Castle Rock","ZIP is  16309",1,65658,-8.26269382589845,-7.87350877403621
"Gravity Falls","Zip  14556",1,24649,-5.72782360712749,-20.9420570606571
"Janestown","ZIP is  17468",1,3092,-2.85957747571853,-9.59748359361363
"Alphaville","ZIP:  15591",0,164039,13.8961016333463,3.51041095561776
"Hilltop","ZIP:  16701",1,15690,-4.62394519344245,-13.9837017689551
"Ebbing","Zip  14210",0,83511,8.32053793456841,42.6106743907412
"Hilltop","Zip  16366",1,15690,-2.4569556530934,0.893821268799061
"Innsmouth","ZIP is  15011",1,51682,-7.93048474543176,-24.6416422111807
"Dogville","ZIP:  15321",0,25764,2.8503704193378,40.1063495066548
"Krasnoy","ZIP:  18933",1,113419,-12.7041050089008,-22.2690825609487
"Krasnoy","14035",1,113419,-13.4099897426608,-14.2982187011712
"Janestown","16370",1,3092,-2.36505180543812,-5.48273711286413
"Belleville","ZIP:  15681",1,57290,-6.42243886784507,1.9115352548133
"Flagstone","ZIP:  15703",1,106161,-11.6158357546034,-10.4916177504095
"Alphaville","ZIP is  15034",0,164039,16.9717159680058,30.9496657216625
"Ebbing","14896",0,83511,10.3643056373105,53.5373307811729
"Krasnoy","ZIP:  16979",1,113419,-14.0953732878526,-21.2865984243976
"Hilltop","ZIP:  18061",1,15690,-2.70026693366561,5.08314038368015
"Innsmouth","Zip  16762",1,51682,-9.19753520593032,-26.5108598391469
"Krasnoy","ZIP:  18656",1,113419,-13.7539411510013,-20.0527587173266
"Castle Rock","Zip  17205",1,65658,-6.37082526688944,19.5113534519216
"Flagstone","ZIP is  16323",1,106161,-14.0537959328156,-22.9985808276145
"Castle Rock","ZIP:  17971",1,65658,-9.9280655979968,-29.2890804135323
"Flagstone","Zip  14361",1,106161,-12.33968040506,1.67547003514224
"Hilltop","ZIP:  14082",1,15690,-4.94212391746499,-21.7467988755024
"Krasnoy","17656",1,113419,-14.8343615030318,-33.5068064385021
"Hilltop","Zip  14057",1,15690,-3.90148922603937,-9.96673855570534
"Belleville","15240",1,57290,-6.99390696436788,-2.14830846408495
"Castle Rock","Zip  16623",1,65658,-10.0474627337628,-39.7809568437291
"Flagstone","ZIP is  18283",1,106161,-13.2681761707589,-27.341422477811
"Hilltop","ZIP:  16738",1,15690,-4.43202106904118,-12.7813935008744
"Janestown","Zip  16316",1,3092,-1.86257416473665,0.801053314336352
"Dogville","Zip  15290",0,25764,4.27066082188349,43.1525313572966
"Hilltop","ZIP is  18718",1,15690,-5.55312797779542,-46.1672732998195
"Dogville","ZIP is  17658",0,25764,2.11156810743796,21.0608491731592
"Ebbing","14120",0,83511,7.97265566324873,14.19742172503
"Belleville","18508",1,57290,-9.14944448227969,-26.563778483335
"Belleville","ZIP:  15796",1,57290,-7.29668697721963,-9.28968932791346
"Krasnoy","ZIP is  14630",1,113419,-15.2959969384393,-37.8766764234177
"Dogville","ZIP:  14097",0,25764,2.84336645672498,28.9255543775937
"Krasnoy","Zip  14033",1,113419,-15.2102298626868,-42.9856784244069
"Dogville","15974",0,25764,1.63768569080349,15.4684611443386
"Belleville","ZIP is  14475",1,57290,-6.80909052887423,-7.62182316740361
"Belleville","Zip  14973",1,57290,-6.83249935011648,1.86466993332206
"Dogville","14146",0,25764,2.96049120551051,20.0418496687239
"Hilltop","ZIP is  14329",1,15690,-2.07374009455376,3.0812155794913
"Flagstone","ZIP is  16309",1,106161,-12.5855417826877,-10.612778175486
"Gravity Falls","ZIP:  14487",1,24649,-5.53059656513951,-21.0182590637401
"Castle Rock","ZIP:  16856",1,65658,-9.75904780676096,-18.6014520513201
"Hilltop","ZIP is  14980",1,15690,-4.47609586399141,-6.13306435904207
"Alphaville","ZIP is  17514",0,164039,16.1635347221359,30.3152640369524
"Belleville","14987",1,57290,-9.00605676183207,-22.6236743787938
"Gravity Falls","ZIP:  15035",1,24649,-5.29427532602193,-18.6353376496962
"Ebbing","Zip  16950",0,83511,8.04379346149622,2.9644174786621
"Alphaville","18166",0,164039,18.4947430580748,57.9246131465307
"Castle Rock","ZIP is  17831",1,65658,-9.13713061317965,-19.8749001237083
"Innsmouth","ZIP is  18412",1,51682,-7.59442850640287,-2.04242505325839
"Janestown","ZIP:  16951",1,3092,-3.22867414116492,-12.9877772427216
"Castle Rock","Zip  16610",1,65658,-7.91819061757739,1.05837947118495
"Gravity Falls","Zip  14550",1,24649,-4.54186450681143,-8.694314495772
"Hilltop","Zip  18240",1,15690,-4.44920656208683,-22.7356912116503
"Alphaville","14877",0,164039,15.4180405749364,27.0461655113797
"Janestown","Zip  15598",1,3092,1.10118817540614,26.8071087573289
"Janestown","ZIP:  14854",1,3092,-4.49092617878464,-34.7118774237652
"Krasnoy","15285",1,113419,-11.8201608365694,-5.58642051096872
"Dogville","Zip  15198",0,25764,1.84104313228201,19.7713131473718
"Innsmouth","ZIP:  17139",1,51682,-10.3021372961557,-49.558760806094
"Alphaville","ZIP is  17672",0,164039,17.3992863240343,45.6167346482988
"Belleville","ZIP is  15944",1,57290,-9.94683433385295,-46.8260984738128
"Belleville","ZIP is  17011",1,57290,-8.99263549588065,-30.5195967490577
"Alphaville","ZIP is  14083",0,164039,15.1123097132678,13.2438878583207
"Krasnoy","ZIP:  16944",1,113419,-14.6395843307025,-21.4692981093369
"Ebbing","ZIP is  17549",0,83511,8.75147684859251,27.614798891081
"Hilltop","ZIP is  16852",1,15690,-3.38208862068634,4.80971161477751
"Belleville","14489",1,57290,-8.48103496107818,-22.9078942230781
"Krasnoy","ZIP:  16705",1,113419,-12.4308608225317,-12.1725451795336
"Krasnoy","18927",1,113419,-13.8456273522034,-20.055504964775
"Hilltop","ZIP:  15889",1,15690,-3.12557963188164,3.75720852272475
"Krasnoy","Zip  18213",1,113419,-13.7210617838551,-19.0765187094133
"Castle Rock","ZIP is  18658",1,65658,-8.50124217187767,-23.1765651612109
"Alphaville","Zip  14392",0,164039,16.2546936591044,31.4736477904128
"Hilltop","ZIP:  14897",1,15690,-5.29685730447419,-33.817018527411
"Dogville","ZIP:  14082",0,25764,3.59950055427878,28.7773902057584
"Innsmouth","ZIP:  17847",1,51682,-6.66561420848041,-6.25932437025064
"Krasnoy","17874",1,113419,-13.0614413214568,-17.1221876471575
"Gravity Falls","ZIP:  17484",1,24649,-3.10601734090737,10.6548467611639
"Ebbing","Zip  17300",0,83511,9.32337777262684,39.482404405902
"Belleville","ZIP is  14930",1,57290,-7.37015372606554,-3.53179644163188
"Janestown","Zip  14059",1,3092,0.115328840685565,20.6278067937242
"Krasnoy","15652",1,113419,-13.0882959954838,-15.1708990448655
"Castle Rock","Zip  15883",1,65658,-8.56523473134002,-19.6692560880487
"Krasnoy","Zip  17503",1,113419,-13.2487771165646,-22.2168323858023
"Alphaville","ZIP:  15503",0,164039,16.9026136830286,36.3142723920384
"Hilltop","17866",1,15690,-2.1807979836885,7.21512417888158
"Gravity Falls","17954",1,24649,-5.79170013419683,-27.4694755646481
"Flagstone","ZIP is  16418",1,106161,-13.0507564167729,-1.32892961400208
"Dogville","Zip  18892",0,25764,2.50905130766228,11.6569267042502
"Alphaville","ZIP is  16828",0,164039,16.2459962619051,28.3410642675702
"Hilltop","18069",1,15690,-3.94469694463557,-19.8327683982286
"Flagstone","ZIP:  16823",1,106161,-13.8704829114612,-22.7316394381871
"Ebbing","ZIP:  17383",0,83511,7.1001519418589,21.4014363794827
"Dogville","14221",0,25764,3.58386878806168,30.0588602588971
"Alphaville","ZIP is  15843",0,164039,17.5585384880532,49.4328813081922
"Alphaville","Zip  16149",0,164039,15.1235938652761,4.45399454166169
"Castle Rock","14267",1,65658,-8.98472409982937,-20.2245182935112
"Gravity Falls","ZIP:  14677",1,24649,-4.85645497412125,4.71403101268419
"Krasnoy","18140",1,113419,-13.7232790265964,-29.7909078603772
"Gravity Falls","18370",1,24649,-6.7817712476172,-34.160459852884
"Gravity Falls","ZIP:  14434",1,24649,-3.92574087974966,-1.92278074565576
"Ebbing","Zip  15882",0,83511,8.12761470207083,17.0869363494294
"Janestown","ZIP:  18505",1,3092,-3.6762883232607,-25.398989593589
"Alphaville","ZIP:  16458",0,164039,16.5811919765615,28.9598555755586
"Alphaville","ZIP is  17915",0,164039,17.0851439755023,35.5187894578848
"Gravity Falls","16537",1,24649,-5.16632449045839,-4.89571816418248
"Gravity Falls","ZIP is  14351",1,24649,-5.1466956210383,-19.4122048089265
"Dogville","ZIP is  17510",0,25764,3.21475059689797,34.6037488097582
"Alphaville","14489",0,164039,17.4505598975088,53.6195264090284
"Janestown","ZIP:  18453",1,3092,-3.07705645895086,-16.1017986013979
"Alphaville","Zip  17300",0,164039,16.4698754394879,36.0846730212167
"Gravity Falls","ZIP:  14000",1,24649,-4.37105055854706,-6.96725729407407
"Janestown","Zip  14824",1,3092,-2.33297739287473,-7.95446076075255
"Castle Rock","ZIP:  16611",1,65658,-8.91079010736932,-11.3594895552045
"Krasnoy","ZIP:  15081",1,113419,-12.9260362916443,-24.6690288138053
"Flagstone","ZIP:  15370",1,106161,-11.8381324285265,-22.1696705198648
"Innsmouth","ZIP:  18380",1,51682,-7.47483324197453,0.594923829482556
"Belleville","Zip  18610",1,57290,-4.58353877922013,16.5033019294411
"Gravity Falls","ZIP:  18678",1,24649,-3.46894389426387,2.12437876382682
"Alphaville","15593",0,164039,16.4182439960317,27.7292383412616
"Dogville","Zip  17711",0,25764,1.17174901177867,6.75835735554396
"Innsmouth","ZIP:  16777",1,51682,-7.27347684077035,-10.5580189365395
"Innsmouth","17548",1,51682,-7.26575177139804,-2.46618545782891
"Gravity Falls","14552",1,24649,-4.36165322421222,-0.0634196884008454
"Janestown","Zip  15290",1,3092,-1.2276458738304,1.8274046048387
"Castle Rock","Zip  14605",1,65658,-8.73291269315733,1.36603399903081
"Hilltop","17204",1,15690,-5.52676076021671,-37.3485809950691
"Janestown","ZIP:  16483",1,3092,-2.23938717218972,2.7497667304218
